splan,route,destination,tbd,inbound,outbound,inclusive,shared,billing,min_charge,connection_charge
1,1,,,0.00000,0.00000,1,,6/6,NULL,NULL
1,2,,,0.00000,0.00000,1,,6/6,NULL,NULL
1,3,,,0.00000,0.00000,1,,6/6,NULL,NULL
1,0,,,0.00000,0.00000,0,,6/6,NULL,NULL
